label,iter,n,elapsed,valid
Effectful',10,10,625195,true
Effectful',11,10,625253,true
Naive',1,12,1,false
Naive',2,12,1,false
Naive',3,12,1,false
Naive',4,12,1,false
Naive',5,12,1,false
Naive',6,12,1,false
Naive',7,12,1,false
Naive',8,12,0,false
Naive',9,12,1,false
Naive',10,12,0,false
Naive',11,12,1,false
Berger',1,12,5920978,true
Berger',2,12,5924585,true
