label,iter,n,elapsed,valid
Berger',3,12,8945533,true
Berger',4,12,8744344,true
Berger',5,12,8830273,true
Berger',6,12,8851568,true
Berger',7,12,8830542,true
Berger',8,12,8805150,true
Berger',9,12,8827695,true
Berger',10,12,8836755,true
Berger',11,12,8804831,true
Pruned',1,12,3372666,true
Pruned',2,12,3396143,true
Pruned',3,12,3437421,true
Pruned',4,12,3358506,true
Pruned',5,12,3362858,true
Pruned',6,12,3415518,true
Pruned',7,12,3359778,true
Pruned',8,12,3382140,true
Pruned',9,12,3362266,true
Pruned',10,12,3351001,true
Pruned',11,12,3360588,true
Effectful',1,12,2409971,true
Effectful',2,12,2427087,true
Effectful',3,12,2417684,true
Effectful',4,12,2463831,true
Effectful',5,12,2412965,true
Effectful',6,12,2433477,true
Effectful',7,12,2412911,true
Effectful',8,12,2419108,true
Effectful',9,12,2452617,true
Effectful',10,12,2460066,true
Effectful',11,12,2463507,true
